REGION,WARD
KIGOMA,Kilelema
KIGOMA,Kinazi
KIGOMA,Mkatanga
KIGOMA,Mubanga
KIGOMA,Mugera
KIGOMA,Muhinda
KIGOMA,Munanila
KIGOMA,Munyegera
KIGOMA,Munzeze
KIGOMA,Muyama
KIGOMA,Mwayaya
KIGOMA,Nyamugali
KIGOMA,Rusaba
KIGOMA,Gwanumpu
KIGOMA,Gwarama
KIGOMA,Kakonko
KIGOMA,Kanyonza
KIGOMA,Kasanda
KIGOMA,Kasuga
KIGOMA,Katanga
KIGOMA,Kiziguzigu
KIGOMA,Mugunzu
KIGOMA,Muhange
KIGOMA,Nyabibuye
KIGOMA,Nyamtukuza
KIGOMA,Rugenge
KIGOMA,Asante Nyerere
KIGOMA,Bugaga
KIGOMA,Buhoro
KIGOMA,Heru Ushingo
KIGOMA,Kager Nkanda
KIGOMA,Kalela
KIGOMA,Kigembe
KIGOMA,Kitagata
KIGOMA,Kitanga
KIGOMA,Kurugongo
KIGOMA,Kwaga
KIGOMA,Makere
KIGOMA,Muzye
KIGOMA,Nyachenda
KIGOMA,Nyakitonto
KIGOMA,Nyamidaho
KIGOMA,Nyamnyusi
KIGOMA,Rungwe Mpya
KIGOMA,Rusesa
KIGOMA,Shunguliba
KIGOMA,Titye
KIGOMA,Heru Juu
KIGOMA,Kigondo
KIGOMA,Kimobwa
KIGOMA,Kumnyika
KIGOMA,Kumsenga
KIGOMA,Msambara
KIGOMA,Muganza
KIGOMA,Muhunga
KIGOMA,Murubona
KIGOMA,Murufiti
KIGOMA,Murusi
KIGOMA,Mwilavya
KIGOMA,Nyansha
KIGOMA,Nyumbigwa
KIGOMA,Ruhita
KIGOMA,BITARE
KIGOMA,Biturana
KIGOMA,Bunyambo
KIGOMA,Busagara
KIGOMA,Busunzu
KIGOMA,Itaba
KIGOMA,Kagezi
KIGOMA,Kibondo Mjini
KIGOMA,Kitahana
KIGOMA,Kizazi
KIGOMA,Kumwambu
KIGOMA,Mabamba
KIGOMA,Misezero
KIGOMA,Mukabuye
KIGOMA,Murungu
KIGOMA,Nyaruyoba
KIGOMA,Rugongwe
KIGOMA,Rusohoko
KIGOMA,Bitale
KIGOMA,Kagongo
KIGOMA,Kagunga
KIGOMA,Kalinzi
KIGOMA,Kidahwe
KIGOMA,Mahembe
KIGOMA,Matendo
KIGOMA,Mkigo
KIGOMA,Mkongoro
KIGOMA,Mungonya
KIGOMA,Mwamgongo
KIGOMA,Mwandiga
KIGOMA,Nkungwe
KIGOMA,Nyarubanda
KIGOMA,Simbo
KIGOMA,Ziwani
KIGOMA,Bangwe
KIGOMA,Buhanda
KIGOMA,Businde
KIGOMA,Buzebazeba
KIGOMA,Gungu
KIGOMA,Kagera
KIGOMA,Kasimbu
KIGOMA,Katubuka
KIGOMA,Kibirizi
KIGOMA,Kigoma
KIGOMA,Kipampa
KIGOMA,Kitongoni
KIGOMA,Machinjioni
KIGOMA,Majengo
KIGOMA,Mwanga Kaskazini
KIGOMA,Mwanga Kusini
KIGOMA,Rubuga
KIGOMA,Rusimbi
KIGOMA,Basanza
KIGOMA,Buhingu
KIGOMA,Herembe
KIGOMA,Igalula
KIGOMA,Ilagala
KIGOMA,Itebula
KIGOMA,Kalya
KIGOMA,Kandaga
KIGOMA,Kazuramimba
KIGOMA,Mganza
KIGOMA,Mtegowanoti
KIGOMA,Mwakizega
KIGOMA,Nguruka
KIGOMA,Sigunga
KIGOMA,Sunuka
KIGOMA,Uvinza
KILIMANJARO,Bomang'ombe
KILIMANJARO,Bondeni
KILIMANJARO,KIA
KILIMANJARO,Machame Kaskazini
KILIMANJARO,Machame Magharibi
KILIMANJARO,Machame Mashariki
KILIMANJARO,Machame Narumu
KILIMANJARO,Machame Uroki
KILIMANJARO,Masama Kati
KILIMANJARO,Masama Kusini
KILIMANJARO,Masama Magharibi
KILIMANJARO,Masama Mashariki 'A'
KILIMANJARO,Masama Rundugai
KILIMANJARO,Mnadani
KILIMANJARO,Muungano
KILIMANJARO,Romu
KILIMANJARO,Weruweru
KILIMANJARO,Arusha Chini
KILIMANJARO,Kahe Magharibi
KILIMANJARO,Kahe Mashariki
KILIMANJARO,Kibosho Kati
KILIMANJARO,Kibosho Kirima
KILIMANJARO,Kibosho Magharibi
KILIMANJARO,Kibosho Mashariki
KILIMANJARO,Kibosho Okaoni
KILIMANJARO,Kilema Kaskazini
KILIMANJARO,Kilema Kati
KILIMANJARO,Kilema Kusini
KILIMANJARO,Kimochi
KILIMANJARO,Kindi
KILIMANJARO,Kirua Vunjo Kusini
KILIMANJARO,Kirua Vunjo Magharibi
KILIMANJARO,Kirua Vunjo Mashariki
KILIMANJARO,Mabogini
KILIMANJARO,Makuyuni
KILIMANJARO,Mamba Kaskazini
KILIMANJARO,Mamba Kusini
KILIMANJARO,Marangu Magharibi
KILIMANJARO,Marangu Mashariki
KILIMANJARO,Mbokomu
KILIMANJARO,Mwika Kaskazini
KILIMANJARO,Mwika Kusini
KILIMANJARO,Njia Panda
KILIMANJARO,Old Moshi Magharibi
KILIMANJARO,Old Moshi Mashariki
KILIMANJARO,Uru Kaskazini
KILIMANJARO,Uru Kusini
KILIMANJARO,Uru Mashariki
KILIMANJARO,Uru Shimbwe
KILIMANJARO,Bomambuzi
KILIMANJARO,Kaloleni
KILIMANJARO,Karanga
KILIMANJARO,Kiborloni
KILIMANJARO,Kilimanjaro
KILIMANJARO,Kiusa
KILIMANJARO,Korongoni
KILIMANJARO,Longuo
KILIMANJARO,Majengo
KILIMANJARO,Mawenzi
KILIMANJARO,Mfumuni
KILIMANJARO,Miembeni
KILIMANJARO,Mji Mpya
KILIMANJARO,Msaranga
KILIMANJARO,Ngiambo
KILIMANJARO,Njoro
KILIMANJARO,Pasua
KILIMANJARO,Rau
KILIMANJARO,Shirimatunda
KILIMANJARO,Soweto
KILIMANJARO,Chomvu
KILIMANJARO,Jipe
KILIMANJARO,Kifula
KILIMANJARO,Kighare
KILIMANJARO,Kigonigoni
KILIMANJARO,Kileo
KILIMANJARO,Kilomeni
KILIMANJARO,Kirongwe
KILIMANJARO,Kirya
KILIMANJARO,Kivisini
KILIMANJARO,Kwakoa
KILIMANJARO,Langiata
KILIMANJARO,Lembeni
KILIMANJARO,Mgagao
KILIMANJARO,Msangeni
KILIMANJARO,Mwanga
KILIMANJARO,Mwaniko
KILIMANJARO,Ngujini
KILIMANJARO,Shighatini
KILIMANJARO,Toloha
KILIMANJARO,Aleni
KILIMANJARO,Chala
KILIMANJARO,Holili
KILIMANJARO,Katangara/Mrere
KILIMANJARO,Kelamfua/Mokala
KILIMANJARO,Kingachi
KILIMANJARO,Kirongo Samanga
KILIMANJARO,Kirwa Keni
KILIMANJARO,Kisale Msaranga
KILIMANJARO,Kitirima
KILIMANJARO,Mahida
KILIMANJARO,Makiidi
KILIMANJARO,Mamsera
KILIMANJARO,Manda
KILIMANJARO,Marangu Kitowo
KILIMANJARO,Mengeni
KILIMANJARO,Mengwe
KILIMANJARO,Motamburu Kitendeni
KILIMANJARO,Mrao Keryo
KILIMANJARO,Nanjara
KILIMANJARO,Ngoyoni
KILIMANJARO,Olele
KILIMANJARO,Reha
KILIMANJARO,Shimbi
KILIMANJARO,Shimbi Kwandele
KILIMANJARO,Tarakea Motamburu
KILIMANJARO,Ubetu/Kahe
KILIMANJARO,Ushiri/Ikuini
KILIMANJARO,Bangalala
KILIMANJARO,Bendera
KILIMANJARO,Bombo
KILIMANJARO,Bwambo
KILIMANJARO,Chome
KILIMANJARO,Gavao - saweni
KILIMANJARO,Hedaru
KILIMANJARO,Kalemawe
KILIMANJARO,Kihurio
KILIMANJARO,Kirangare
KILIMANJARO,Kisima
KILIMANJARO,Kisiwani
KILIMANJARO,Lugulu
KILIMANJARO,Mabilioni
KILIMANJARO,Makanya
KILIMANJARO,Maore
KILIMANJARO,Mhezi
KILIMANJARO,Mpinji
KILIMANJARO,Mshewa
KILIMANJARO,Msindo
KILIMANJARO,Mtii
KILIMANJARO,Mwembe
KILIMANJARO,Myamba
KILIMANJARO,Ndungu
KILIMANJARO,Ruvu
KILIMANJARO,Same
KILIMANJARO,Stesheni
KILIMANJARO,Suji
KILIMANJARO,Tae
KILIMANJARO,Vudee
KILIMANJARO,Vuje
KILIMANJARO,Vumari
KILIMANJARO,Vunta
KILIMANJARO,Biriri
KILIMANJARO,Donyomurwak
KILIMANJARO,Gararagua
KILIMANJARO,Ivaeny
KILIMANJARO,Karansi
KILIMANJARO,Kashashi
KILIMANJARO,Kirua
KILIMANJARO,Livishi
KILIMANJARO,Makiwaru
KILIMANJARO,Miti Mirefu
KILIMANJARO,Nasai
KILIMANJARO,Ndumeti
KILIMANJARO,Ngarenairobi
KILIMANJARO,Olkolili
KILIMANJARO,Ormelili
KILIMANJARO,Sanya Juu
KILIMANJARO,Songu
LINDI,Chumo
LINDI,Kandawale
LINDI,Kibata
LINDI,Kikole
LINDI,Kinjumbi
LINDI,Kipatimu
LINDI,Kiranjeranje
LINDI,Kivinje
LINDI,Lihimalyao
LINDI,Likawage
LINDI,Mandawa
LINDI,Masoko
LINDI,Miguruwe
LINDI,Mingumbi
LINDI,Miteja
LINDI,Mitole
LINDI,Namayuni
LINDI,Nanjirinji
LINDI,Njinjo
LINDI,Pande
LINDI,Somanga
LINDI,Songosongo
LINDI,Tingi
LINDI,Chiponda
LINDI,Kilangala
LINDI,Kilolambwani
LINDI,Kitomanga
LINDI,Kiwalala
LINDI,Kiwawa
LINDI,Longa
LINDI,Majengo
LINDI,Mandwanga
LINDI,Matimba
LINDI,Mchinga
LINDI,Milola
LINDI,Mipingo
LINDI,Mnara
LINDI,Mnolela
LINDI,Mtama
LINDI,Mtua
LINDI,Mtumbya
LINDI,Mvuleni
LINDI,Nachunyu
LINDI,Nahukahuka
LINDI,Namangale
LINDI,Namupa
LINDI,Nangaru
LINDI,Navanga
LINDI,Nyangamara
LINDI,Nyangao
LINDI,Nyengedi
LINDI,Pangatena
LINDI,Rutamba
LINDI,Sudi
LINDI,Chikonji
LINDI,Jamhuri
LINDI,Kitumbikwela
LINDI,Matopeni
LINDI,Mbanja
LINDI,Mikumbi
LINDI,Mingoyo
LINDI,Mnazimmoja
LINDI,Msinjahili
LINDI,Mtanda
LINDI,Nachingwea
LINDI,Ng'apa
LINDI,Rahaleo
LINDI,Rasbura
LINDI,Tandangongoro
LINDI,Wailes
LINDI,Barikiwa
LINDI,Kiangara
LINDI,Kibutuka
LINDI,Kichonda
LINDI,Kimambi
LINDI,Likongowele
LINDI,Lilombe
LINDI,Liwale 'B'
LINDI,Liwale Mjini
LINDI,Makata
LINDI,Mangirikiti
LINDI,Mbaya
LINDI,Mihumo
LINDI,Mirui
LINDI,Mkutano
LINDI,Mlembwe
LINDI,Mpigamiti
LINDI,Nangando
LINDI,Nangano
LINDI,Ngongowele
LINDI,Chiola
LINDI,Kiegei
LINDI,Kilimanihewa
LINDI,Kilimarondo
LINDI,Kipara Mnero
LINDI,Kipara Mtua
LINDI,Lionja
LINDI,Marambo
LINDI,Matekwe
LINDI,Mbondo
LINDI,Mchonda
LINDI,Mitumbati
LINDI,Mkoka
LINDI,Mkotokuyana
LINDI,Mnero Miembeni
LINDI,Mnero Ngongo
LINDI,Mpiruka
LINDI,Nachingwea Mjini
LINDI,Naipanga
LINDI,Naipingo
LINDI,Namapwia
LINDI,Namatula
LINDI,Nambambo
LINDI,Namikango
LINDI,Nang'ondo
LINDI,Nangowe
LINDI,Nditi
LINDI,Ndomoni
LINDI,Ngunichile
LINDI,Ruponda
LINDI,Stesheni
LINDI,Ugawaji
LINDI,Chibula
LINDI,Chienjele
LINDI,Chinongwe
LINDI,Chunyu
LINDI,Likunja
LINDI,Luchelegwa
LINDI,Makanjiro
LINDI,Malolo
LINDI,Mandarawe
LINDI,Matambarale
LINDI,Mbekenyera
LINDI,Mbwemkuru (Machang'anja)
LINDI,Mnacho
LINDI,Nambilanje
LINDI,Namichiga
LINDI,Nandagala
LINDI,Nanganga
LINDI,Narungombe
LINDI,Nkowe
LINDI,Ruangwa
MANYARA,Arri
MANYARA,Ayalagaya
MANYARA,Ayasanda
MANYARA,Bashnet
MANYARA,Boay
MANYARA,Dabil
MANYARA,Dareda
MANYARA,Duru
MANYARA,Endakiso
MANYARA,Gallapo
MANYARA,Gidas
MANYARA,Kiru
MANYARA,Kisangaji
MANYARA,Madunga
MANYARA,Magara
MANYARA,Magugu
MANYARA,Mamire
MANYARA,Mwada
MANYARA,Nar
MANYARA,Nkaiti
MANYARA,Qameyu
MANYARA,Qash
MANYARA,Riroda
MANYARA,Secheda
MANYARA,Ufana
MANYARA,Babati
MANYARA,Bagara
MANYARA,Bonga
MANYARA,Maisaka
MANYARA,Mutuka
MANYARA,Nangara
MANYARA,Sigino
MANYARA,Singe
MANYARA,Balangdalalu
MANYARA,Bassodesh
MANYARA,Bassotu
MANYARA,Darwar
MANYARA,Dirma
MANYARA,Dumbeta
MANYARA,Endagaw
MANYARA,Endasak
MANYARA,Endasiwold
MANYARA,Ganana
MANYARA,Garawja
MANYARA,Gehandu
MANYARA,Gendabi
MANYARA,Getanuwas
MANYARA,Gidahababieg
MANYARA,Gisambalang
MANYARA,Gitting
MANYARA,Hidet
MANYARA,Hirbadaw
MANYARA,Ishponga
MANYARA,Jorodom
MANYARA,Katesh
MANYARA,Laghanga
MANYARA,Lalaji
MANYARA,Masakta
MANYARA,Masqaroda
MANYARA,Measkron
MANYARA,Mogitu
MANYARA,Mulbadaw
MANYARA,Nangwa
MANYARA,Simbay
MANYARA,Sirop
MANYARA,Wareta
MANYARA,Bwagamoyo
MANYARA,Chapakazi
MANYARA,Dongo
MANYARA,Dosidosi
MANYARA,Engusero
MANYARA,Kaloleni
MANYARA,Kibaya
MANYARA,Kijungu
MANYARA,Lengatei
MANYARA,Loolera
MANYARA,Magungu
MANYARA,Makame
MANYARA,Matui
MANYARA,Namelock
MANYARA,Ndedo
MANYARA,Ndirigish
MANYARA,Njoro
MANYARA,Olboloti
MANYARA,Partimbo
MANYARA,Songambele
MANYARA,Sunya
MANYARA,Bashay
MANYARA,Dinamu
MANYARA,Dongobesh
MANYARA,Endahagichan
MANYARA,Endamilay
MANYARA,Eshkesh
MANYARA,Geterer
MANYARA,Gidhimu
MANYARA,Haydarer
MANYARA,Haydom
MANYARA,Labay
MANYARA,Maghang
MANYARA,Maretadu
MANYARA,Masieda
MANYARA,Tumati
MANYARA,Yaeda Ampa
MANYARA,Yaeda Chini
MANYARA,Ayamaami
MANYARA,Ayamohe
MANYARA,Bargish
MANYARA,Daudi
MANYARA,Endagikot
MANYARA,Gunyoda
MANYARA,Imboru
MANYARA,Kainam
MANYARA,Marang
MANYARA,Muray
MANYARA,Nahasey
MANYARA,Nambis
MANYARA,Sanu Baray
MANYARA,Silaloda
MANYARA,Tlawi
MANYARA,Uhuru
MANYARA,Emboreet
MANYARA,Endiamutu
MANYARA,Endonyongijape
MANYARA,Kitwai
MANYARA,Komolo
MANYARA,Langai
MANYARA,Loiborsiret
MANYARA,Loiborsoit
MANYARA,Mirerani
MANYARA,Msitu wa Tembo
MANYARA,Naberera
MANYARA,Naisinyai
MANYARA,Ngorika
MANYARA,Oljoro No.5
MANYARA,Orkesumet
MANYARA,Ruvu Remit
MANYARA,Shambarai
MANYARA,Terrat
MARA,Butimba
MARA,Chitengule
MARA,Hunyari
MARA,Igundu
MARA,Iramba
MARA,Kasuguti
MARA,Ketare
MARA,Kibara
MARA,Kisorya
MARA,Mihingo
MARA,Mugeta
MARA,Namhula
MARA,Nampindi
MARA,Nansimo
MARA,Neruma
MARA,Nyamang'uta
MARA,Nyamuswa
MARA,Salama
MARA,Balili
MARA,Bunda Stoo
MARA,Guta
MARA,Kabarimu
MARA,Kabasa
MARA,Kunzugu
MARA,Manyamanyama
MARA,Mcharo
MARA,Nyamakokoto
MARA,Nyasura
MARA,Sazira
MARA,Wariku
MARA,Bisumwa
MARA,Buhemba
MARA,Bukabwa
MARA,Buruma
MARA,Busegwe
MARA,Buswahili
MARA,Butiama
MARA,Butuguri
MARA,Bwiregi
MARA,Kamugegi
MARA,Kukirango
MARA,Kyanyari
MARA,Masaba
MARA,Mirwa
MARA,Muriaza
MARA,Nyamimange
MARA,Nyankanga
MARA,Sirorisimba
MARA,Bugoji
MARA,Bugwema
MARA,Bukima
MARA,Bukumi
MARA,Bulinga
MARA,Busambara
MARA,Bwasi
MARA,Etaro
MARA,Ifulifu
MARA,Kiriba
MARA,Makojo
MARA,Mugango
MARA,Murangi
MARA,Musanja
MARA,Nyakatende
MARA,Nyambono
MARA,Nyamrandirira
MARA,Nyegina
MARA,Rusoli
MARA,Suguti
MARA,Tegeruka
MARA,Buhare
MARA,Bweri
MARA,Iringo
MARA,Kamunyonge
MARA,Kigera
MARA,Kitaji
MARA,Kwangwa
MARA,Makoko
MARA,Mkendo
MARA,Mshikamano
MARA,Mwigobero
MARA,Mwisenge
MARA,Nyakato
MARA,Nyamatare
MARA,Nyasho
MARA,Rwamlimi
MARA,Baraki
MARA,Bukura
MARA,Bukwe
MARA,Goribe
MARA,Ikoma
MARA,Kigunga
MARA,Kinyenche
MARA,Kirogo
MARA,Kisumwa
MARA,Kitembe
MARA,Komuge
MARA,Koryo
MARA,Kyangasaga
MARA,Kyang'ombe
MARA,Mirare
MARA,Mkoma
MARA,Nyaburongo
MARA,Nyahongo
MARA,Nyamagaro
MARA,Nyamtinga
MARA,Nyamunga
MARA,Nyathorogo
MARA,Rabour
MARA,Raranya
MARA,Roche
MARA,Tai
MARA,Busawe
MARA,Geitasamo
MARA,Issenye
MARA,Kebanchebanche
MARA,Kenyamonta
MARA,Kisaka
MARA,Kisangura
MARA,Kyambahi
MARA,Machochwe
MARA,Magange
MARA,Majimoto
MARA,Manchira
MARA,Matare
MARA,Mbalibali
MARA,Morotonga
MARA,Mosongo
MARA,Mugumu
MARA,Nagusi
MARA,Natta
MARA,Nyambureti
MARA,Nyamoko
MARA,Nyansurura
MARA,Rigicha
MARA,Ringiwani
MARA,Rungiabure
MARA,Sedeco
MARA,Stendi kuu
MARA,Uwanja wa Ndege
MARA,Binagi
MARA,Bumera
MARA,Ganyange
MARA,Gorong'a
MARA,Gwitiryo
MARA,Itiryo
MARA,Kemambo
MARA,Kibasuka
MARA,Kiore
MARA,Komaswa
MARA,Kwihancha
MARA,Manga
MARA,Matongo
MARA,Mbogi
MARA,Muriba
MARA,Mwema
MARA,Nyakonga
MARA,Nyamwaga
MARA,Nyanungu
MARA,Nyarero
MARA,Nyarukoba
MARA,Nyasincha
MARA,Pemba
MARA,Regicheri
MARA,Sirari
MARA,Susuni
MARA,Bomani
MARA,Kenyamanyori
MARA,Nkende
MARA,Nyamisangura
MARA,Nyandoto
MARA,Sabasaba
MARA,Turwa
MBEYA,Isange
MBEYA,Itete
MBEYA,Kabula
MBEYA,Kambasegela
MBEYA,Kandete
MBEYA,Kisegese
MBEYA,Lufilyo
MBEYA,Lupata
MBEYA,Luteba
MBEYA,Lwangwa
MBEYA,Mpata
MBEYA,Mpombo
MBEYA,Ntaba
MBEYA,Bwawani
MBEYA,Chalangwa
MBEYA,Chokaa
MBEYA,Ifumbo
MBEYA,Itewe
MBEYA,Kambikatoto
MBEYA,Kasanga
MBEYA,Lualaje
MBEYA,Lupa
MBEYA,Mafyeko
MBEYA,Makongolosi
MBEYA,Mamba
MBEYA,Matundasi
MBEYA,Matwiga
MBEYA,Mbugani
MBEYA,Mkola
MBEYA,Mtanila
MBEYA,Nkungiungu
MBEYA,Sangambi
MBEYA,Upendo
MBEYA,Bondeni
MBEYA,Bujonde
MBEYA,Busale
MBEYA,Ibanda
MBEYA,Ikama
MBEYA,Ikimba
MBEYA,Ikolo
MBEYA,Ipande
MBEYA,Ipinda
MBEYA,Ipyana
MBEYA,Itope
MBEYA,Itunge
MBEYA,Kajunjumele
MBEYA,Katumbasongwe
MBEYA,Kyela
MBEYA,Lusungo
MBEYA,Mababu
MBEYA,Makwale
MBEYA,Matema
MBEYA,Muungano
MBEYA,Mwanganyanga
MBEYA,Mwaya
MBEYA,Ndandalo
MBEYA,Ndobo
MBEYA,Ngana
MBEYA,Ngonga
MBEYA,Njisi
MBEYA,Nkokwa
MBEYA,Nkuyu
MBEYA,Talatala
MBEYA,Chimala
MBEYA,Igava
MBEYA,Igurusi
MBEYA,Ihahi
MBEYA,Imalilo Songwe
MBEYA,Ipwani
MBEYA,Itamboleo
MBEYA,Kongolo
MBEYA,Lugelele
MBEYA,Luhanga
MBEYA,Madibira
MBEYA,Mahongole
MBEYA,Mapogoro
MBEYA,Mawindi
MBEYA,Miyombweni
MBEYA,Mwatenga
MBEYA,Ruiwa
MBEYA,Rujewa
MBEYA,Ubaruku
MBEYA,Utengule Usangu
MBEYA,Bonde La Songwe
MBEYA,Igale
MBEYA,Igoma
MBEYA,Ihango
MBEYA,Ijombe
MBEYA,Ikukwa
MBEYA,Ilembo
MBEYA,Ilungu
MBEYA,Inyala
MBEYA,Isuto
MBEYA,Itawa
MBEYA,Iwiji
MBEYA,Iwindi
MBEYA,Iyunga Mapinduzi
MBEYA,Izyra
MBEYA,Lwanjilo
MBEYA,Maendeleo
MBEYA,Masoko
MBEYA,Mjele
MBEYA,Mshewe
MBEYA,Nsalala
MBEYA,Santilya
MBEYA,Shizuvi
MBEYA,Swaya
MBEYA,Tembela
MBEYA,Ulenje
MBEYA,Utengule/Usongwe
MBEYA,Forest
MBEYA,Ghana
MBEYA,Iduda
MBEYA,Iganjo
MBEYA,Iganzo
MBEYA,Igawilo
MBEYA,Ilemi
MBEYA,Ilomba
MBEYA,Isanga
MBEYA,Isyesye
MBEYA,Itagano
MBEYA,Itende
MBEYA,Itezi
MBEYA,Itiji
MBEYA,Iwambi
MBEYA,Iyela
MBEYA,Iyunga
MBEYA,Iziwa
MBEYA,Kalobe
MBEYA,Maanga
MBEYA,Mabatini
MBEYA,Majengo
MBEYA,Mbalizi Road
MBEYA,Mwakibete
MBEYA,Mwansanga
MBEYA,Mwansenkwa
MBEYA,Nonde
MBEYA,Nsalaga
MBEYA,Nsoho
MBEYA,Nzovwe
MBEYA,Ruanda
MBEYA,Sinde
MBEYA,Sisimba
MBEYA,Uyole
MBEYA,Bagamoyo
MBEYA,Bujela
MBEYA,Bulyaga
MBEYA,Ibigi
MBEYA,Ikuti
MBEYA,Ilima
MBEYA,Iponjola
MBEYA,Isongole
MBEYA,Itagata
MBEYA,Kawetele
MBEYA,Kinyala
MBEYA,Kisiba
MBEYA,Kisondela
MBEYA,Kiwira
MBEYA,Kyimo
MBEYA,Lufingo
MBEYA,Lupepo
MBEYA,Makandana
MBEYA,Malindo
MBEYA,Masebe
MBEYA,Masukulu
MBEYA,Matwebe
MBEYA,Mpuguso
MBEYA,Msasani
MBEYA,Ndanto
MBEYA,Nkunga
MBEYA,Suma
MOROGORO,Chagongwe
MOROGORO,Chakwale
MOROGORO,Chanjale
MOROGORO,Chigela
MOROGORO,Gairo
MOROGORO,Idibo
MOROGORO,Italagwe
MOROGORO,Iyogwe
MOROGORO,Kibedya
MOROGORO,Leshata
MOROGORO,Madege
MOROGORO,Magoweko
MOROGORO,Mandege
MOROGORO,Mkalama
MOROGORO,Msingisi
MOROGORO,Nongwe
MOROGORO,Rubeho
MOROGORO,Ukwamani
MOROGORO,Ifakara
MOROGORO,Katindiuka
MOROGORO,Kibaoni
MOROGORO,Lipangalala
